objectid,placeid,city,state,year,dockid,docknm
402,HI0072,Honolulu,HI,2019,111,Hawaii Bikibike
403,IA0073,Des Moines,IA,2019,14,Des Moines B-cycle
404,ID0075,Boise,ID,2019,36,Boise Green Bike
405,IL0077,Aurora,IL,2019,95,Aurora
406,IL0078,Bloomington,IL,2019,100,Normal (Bikeshare 309)
407,IL0079,Chicago,IL,2019,60,Divvy
408,IL0080,Peoria,IL,2019,107,Peoria
409,IN0082,Carmel,IN,2019,64,Carmel Bike Share
410,IN0087,Indianapolis,IN,2019,48,Indiana Pacers Bikeshare
411,KS0089,Salina,KS,2019,135,KANcycle
412,KS0090,Topeka,KS,2019,34,Topeka Metro Bikes
413,KS0091,Wichita,KS,2019,89,Wichita
414,KY0093,Louisville,KY,2019,102,Lou Velo
415,LA00252,Baton Rouge,LA,2019,151,Gotcha
416,LA0094,New Orleans,LA,2019,109,New Orleans Bikeshare
417,MA00103,Marlborough,MA,2019,132,"City of Marlborough, MA"
418,MA00111,Salem,MA,2019,108,Salem
419,MA00249,Amherst,MA,2019,139,ValleyBike
420,MA0098,Boston,MA,2019,1,Hubway (03/2018 re-launched as Blue Bikes)
421,MD00118,Boyds,MD,2019,134,Montgomery Parks
422,MD00124,Columbia,MD,2019,141,Howard County Bikeshare
423,MI00125,Ann Arbor,MI,2019,4,arborbike
424,MI00126,Battle Creek,MI,2019,49,Battle Creek B-cycle
425,MI00127,Dearborn,MI,2019,103,Dearborn
426,MI00128,Detroit,MI,2019,101,Mo Go
427,MN00132,Minneapolis,MN,2019,25,Nice Ride Minnesota (became partially dockless in 2018)
428,MO00137,Kansas City,MO,2019,18,Kansas City B-cycle
429,NC00139,Charlotte,NC,2019,13,Charlotte B-cycle (became JoyRides Sep-2020)
430,NC00142,Raleigh,NC,2019,140,Citrix Bikeshare (became Cardinal bikeshare in May-2022)
431,NC00143,Winston-Salem,NC,2019,105,Winston-Salem
432,ND00144,Fargo,ND,2019,51,Great Rides
433,NE00145,Lincoln,NE,2019,120,BikeLNK
434,NE00146,Omaha,NE,2019,16,Heartland B-cycle
435,NH00147,Manchester,NH,2019,104,Manchester
436,NH00148,Portsmouth,NH,2019,87,Portsmouth
437,NJ00149,Hoboken,NJ,2019,2,Hudson Bike Share (now part of CitiBike)
438,NJ00151,Morristown,NJ,2019,130,Morris Moves
439,NV00154,Las Vegas,NV,2019,78,RTC Bikeshare
440,NY00156,Albany,NY,2019,113,CDPHP
441,NY00157,Buffalo,NY,2019,76,Reddy Bikes
442,NY00160,New York,NY,2019,3,Citi Bike
443,OH00164,Cincinnati,OH,2019,57,Cincy RedBike Bike
444,OH00166,Columbus,OH,2019,58,COGO
445,OH00167,Dayton,OH,2019,47,Link Dayton B-cycle
446,OH00171,Toledo,OH,2019,126,ToleGo
447,OK00173,Oklahoma City,OK,2019,40,Spokies
448,OK00175,Tulsa,OK,2019,"62, 123","Townies, This Machine Tulsa"
449,OR00175,Ashland,OR,2019,68,Zagster Jackson County
450,OR00176,Corvallis,OR,2019,94,Corvallis
451,OR00177,Eugene,OR,2019,112,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)"
452,OR00178,Medford,OR,2019,68,Zagster Jackson County
453,OR00179,Portland,OR,2019,74,BikeTown Portland
454,PA00180,Harrisburg,PA,2019,122,Harrisburg
455,PA00181,Philadelphia,PA,2019,43,Inde'go
456,PA00182,Pittsburgh,PA,2019,29,Healthy Ride (became POGOH in 2022)
457,SC00184,Charleston,SC,2019,84,Holy Spokes
458,SC00185,Greenville,SC,2019,44,Greenville B-cycle
459,SC00186,Rock Hill,SC,2019,127,Comporium
460,SC00187,Spartanburg,SC,2019,23,Spartanburg B-cycle
461,TN00189,Chattanooga,TN,2019,54,Bike Chattanooga
462,TN00191,Memphis,TN,2019,118,Explore
463,TN00192,Nashville,TN,2019,21,Nashville B-cycle
464,TX00194,Austin,TX,2019,"53, 124","Austin B-cycle, Domain"
465,TX00195,Corpus Christi,TX,2019,92,Corpus Christi
466,TX00198,El Paso,TX,2019,8,El Paso B-cycle
467,TX00199,Fort Worth,TX,2019,10,Fort Worth B-cycle
468,TX00201,Houston,TX,2019,17,Houston B-cycle
469,TX00203,McAllen,TX,2019,28,McAllen B-cycle (RGV B-cycle)
470,TX00205,San Antonio,TX,2019,22,San Antonio B-cycle
471,UT00210,Salt Lake City,UT,2019,15,GreenBikes
472,VA00215,Blacksburg,VA,2019,125,ROAM NRV
473,VA00217,Danville,VA,2019,133,"City of Danville, VA"
474,VA00220,Richmond,VA,2019,136,RVA Bike Share
475,VA00221,Roanoke,VA,2019,106,Roanoke
476,VT00223,Burlington,VT,2019,114,Greenride
477,WI00228,Madison,WI,2019,20,Madison B-cycle
478,WI00229,Milwaukee,WI,2019,50,Bublr Bikes
479,WI00230,Superior,WI,2019,131,Superior
480,WY00231,Jackson,WY,2019,115,START
481,AZ009,Tucson,AZ,2020,110,tugo
482,CA0012,Beverly Hills,CA,2020,81,Beverly Hills Bikeshare
483,CA0018,Long Beach,CA,2020,72,"Long Beach, CA Bikeshare"
484,CA0019,Los Angeles,CA,2020,73,Metro Bike Share Los Angeles
485,CA0023,Oakland,CA,2020,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
486,CA0026,San Francisco,CA,2020,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
487,CO0038,Aspen,CO,2020,27,WE-cycle
488,CO0040,Boulder,CO,2020,11,Boulder B-cycle
489,DC0046,Washington,DC,2020,56,Capital Bikeshare
490,FL0047,Aventura,FL,2020,85,Aventura
491,FL0050,Fort Lauderdale,FL,2020,12,Broward B-cycle
492,FL0055,Miami,FL,2020,5,Citi Bike Miami
493,FL0064,Tampa,FL,2020,33,Coast Bike Share
494,GA0066,Atlanta,GA,2020,77,Relay Bike Share
495,GA0068,Evans,GA,2020,45,Columbia County B-cycle
496,HI0072,Honolulu,HI,2020,111,Hawaii Bikibike
497,IA0073,Des Moines,IA,2020,14,Des Moines B-cycle
498,IL0079,Chicago,IL,2020,60,Divvy
499,IN0087,Indianapolis,IN,2020,48,Indiana Pacers Bikeshare
500,KY0093,Louisville,KY,2020,102,Lou Velo
501,LA00252,Baton Rouge,LA,2020,151,Gotcha
502,MA00249,Amherst,MA,2020,139,ValleyBike
503,MA0098,Boston,MA,2020,1,Hubway (03/2018 re-launched as Blue Bikes)
504,MD00124,Columbia,MD,2020,141,Howard County Bikeshare
505,MI00126,Battle Creek,MI,2020,49,Battle Creek B-cycle
506,MI00128,Detroit,MI,2020,101,Mo Go
507,MN00132,Minneapolis,MN,2020,25,Nice Ride Minnesota (became partially dockless in 2018)
508,MO00137,Kansas City,MO,2020,18,Kansas City B-cycle
509,NC00139,Charlotte,NC,2020,13,Charlotte B-cycle (became JoyRides Sep-2020)
510,NC00142,Raleigh,NC,2020,140,Citrix Bikeshare (became Cardinal bikeshare in May-2022)
511,NE00145,Lincoln,NE,2020,120,BikeLNK
512,NE00146,Omaha,NE,2020,16,Heartland B-cycle
513,NE00147,Valentine,NE,2020,143,Valentine Bcycle
514,NJ00149,Hoboken,NJ,2020,2,Hudson Bike Share (now part of CitiBike)
515,NV00154,Las Vegas,NV,2020,78,RTC Bikeshare
516,NY00156,Albany,NY,2020,113,CDPHP
517,NY00157,Buffalo,NY,2020,76,Reddy Bikes
518,NY00160,New York,NY,2020,3,Citi Bike
519,OH00164,Cincinnati,OH,2020,57,Cincy RedBike Bike
520,OH00166,Columbus,OH,2020,58,COGO
521,OH00167,Dayton,OH,2020,47,Link Dayton B-cycle
522,OH00171,Toledo,OH,2020,126,ToleGo
523,OK00175,Tulsa,OK,2020,"62, 123","Townies, This Machine Tulsa"
524,OR00177,Eugene,OR,2020,112,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)"
525,OR00179,Portland,OR,2020,74,BikeTown Portland
526,PA00181,Philadelphia,PA,2020,43,Inde'go
527,PA00182,Pittsburgh,PA,2020,29,Healthy Ride (became POGOH in 2022)
528,SC00184,Charleston,SC,2020,84,Holy Spokes
529,SC00186,Rock Hill,SC,2020,127,Comporium
530,SC00187,Spartanburg,SC,2020,23,Spartanburg B-cycle
531,TN00189,Chattanooga,TN,2020,54,Bike Chattanooga
532,TN00191,Memphis,TN,2020,118,Explore
533,TN00192,Nashville,TN,2020,21,Nashville B-cycle
534,TX00194,Austin,TX,2020,53,Austin B-cycle
535,TX00198,El Paso,TX,2020,8,El Paso B-cycle
536,TX00199,Fort Worth,TX,2020,10,Fort Worth B-cycle
537,TX00201,Houston,TX,2020,17,Houston B-cycle
538,TX00203,McAllen,TX,2020,28,McAllen B-cycle (RGV B-cycle)
539,TX00205,San Antonio,TX,2020,22,San Antonio B-cycle
540,UT00210,Salt Lake City,UT,2020,15,GreenBikes
541,VA00215,Blacksburg,VA,2020,125,ROAM NRV
542,VA00220,Richmond,VA,2020,136,RVA Bike Share
543,VT00223,Burlington,VT,2020,114,Greenride
544,WI00228,Madison,WI,2020,20,Madison B-cycle
545,WI00229,Milwaukee,WI,2020,50,Bublr Bikes
546,WY00231,Jackson,WY,2020,115,START
547,AZ009,Tucson,AZ,2021,110,tugo
548,CA0012,Beverly Hills,CA,2021,81,Beverly Hills Bikeshare
549,CA0018,Long Beach,CA,2021,72,"Long Beach, CA Bikeshare"
550,CA0019,Los Angeles,CA,2021,73,Metro Bike Share Los Angeles
551,CA0023,Oakland,CA,2021,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
552,CA00251,Richmond,CA,2021,150,Gotcha (ended Jul-2022 and re-launched in Sep-2022 as LEAP)
553,CA0026,San Francisco,CA,2021,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
554,CA0030,Santa Barbara,CA,2021,142,Santa Barbara Bcycle
555,CO0038,Aspen,CO,2021,27,WE-cycle
556,CO0040,Boulder,CO,2021,11,Boulder B-cycle
557,DC0046,Washington,DC,2021,56,Capital Bikeshare
558,FL00253,St. Augustine,FL,2021,164,Gotcha
559,FL0047,Aventura,FL,2021,85,Aventura
560,FL0050,Fort Lauderdale,FL,2021,12,Broward B-cycle
561,FL0055,Miami,FL,2021,5,Citi Bike Miami
562,FL0064,Tampa,FL,2021,33,Coast Bike Share
563,GA0066,Atlanta,GA,2021,77,Relay Bike Share
564,HI0072,Honolulu,HI,2021,111,Hawaii Bikibike
565,IA0073,Des Moines,IA,2021,14,Des Moines B-cycle
566,IL0079,Chicago,IL,2021,60,Divvy
567,IN0087,Indianapolis,IN,2021,48,Indiana Pacers Bikeshare
568,KY0093,Louisville,KY,2021,102,Lou Velo
569,LA00252,Baton Rouge,LA,2021,151,Gotcha
570,MA00249,Amherst,MA,2021,139,ValleyBike
571,MA0098,Boston,MA,2021,1,Hubway (03/2018 re-launched as Blue Bikes)
572,MD00124,Columbia,MD,2021,141,Howard County Bikeshare
573,MI00128,Detroit,MI,2021,101,Mo Go
574,MN00132,Minneapolis,MN,2021,25,Nice Ride Minnesota (became partially dockless in 2018)
575,NC00139,Charlotte,NC,2021,13,Charlotte B-cycle (became JoyRides Sep-2020)
576,NC00142,Raleigh,NC,2021,140,Citrix Bikeshare (became Cardinal bikeshare in May-2022)
577,NE00145,Lincoln,NE,2021,120,BikeLNK
578,NE00146,Omaha,NE,2021,16,Heartland B-cycle
579,NE00147,Valentine,NE,2021,143,Valentine Bcycle
580,NV00154,Las Vegas,NV,2021,78,RTC Bikeshare
581,NY00156,Albany,NY,2021,113,CDPHP
582,NY00157,Buffalo,NY,2021,76,Reddy Bikes
583,NY00160,New York,NY,2021,3,Citi Bike
584,OH00164,Cincinnati,OH,2021,57,Cincy RedBike Bike
585,OH00166,Columbus,OH,2021,58,COGO
586,OH00167,Dayton,OH,2021,47,Link Dayton B-cycle
587,OK00175,Tulsa,OK,2021,123,This Machine Tulsa
588,OR00177,Eugene,OR,2021,112,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)"
589,OR00179,Portland,OR,2021,74,BikeTown Portland
590,PA00181,Philadelphia,PA,2021,43,Inde'go
591,PA00182,Pittsburgh,PA,2021,29,Healthy Ride (became POGOH in 2022)
592,SC00184,Charleston,SC,2021,84,Holy Spokes
593,SC00185,Greenville,SC,2021,44,Greenville B-cycle
594,SC00186,Rock Hill,SC,2021,127,Comporium
595,SC00187,Spartanburg,SC,2021,23,Spartanburg B-cycle
596,TN00189,Chattanooga,TN,2021,54,Bike Chattanooga
597,TN00191,Memphis,TN,2021,118,Explore
598,TN00192,Nashville,TN,2021,21,Nashville B-cycle
599,TX00194,Austin,TX,2021,53,Austin B-cycle
600,TX00198,El Paso,TX,2021,8,El Paso B-cycle
601,TX00199,Fort Worth,TX,2021,10,Fort Worth B-cycle
602,TX00201,Houston,TX,2021,17,Houston B-cycle
603,TX00203,McAllen,TX,2021,28,McAllen B-cycle (RGV B-cycle)
604,TX00205,San Antonio,TX,2021,22,San Antonio B-cycle
605,UT00210,Salt Lake City,UT,2021,15,GreenBikes
606,VA00215,Blacksburg,VA,2021,125,ROAM NRV
607,VA00220,Richmond,VA,2021,136,RVA Bike Share
608,VT00223,Burlington,VT,2021,114,Greenride
609,WI00228,Madison,WI,2021,20,Madison B-cycle
610,WI00229,Milwaukee,WI,2021,50,Bublr Bikes
611,WI00238,Manitowish Waters,WI,2021,156,River's Edge B-cycle
612,WY00231,Jackson,WY,2021,115,START
613,AZ009,Tucson,AZ,2022,110,tugo
614,CA0018,Long Beach,CA,2022,72,"Long Beach, CA Bikeshare"
615,CA0019,Los Angeles,CA,2022,73,Metro Bike Share Los Angeles
616,CA0023,Oakland,CA,2022,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
617,CA00251,Richmond,CA,2022,"150, 150","Gotcha (ended Jul-2022 and re-launched in Sep-2022 as LEAP), LEAP"
618,CA0026,San Francisco,CA,2022,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
619,CA0030,Santa Barbara,CA,2022,142,Santa Barbara Bcycle
620,CA0040,Encinitas,CA,2022,153,Encinitas Bcycle
621,CO0038,Aspen,CO,2022,27,WE-cycle
622,CO0040,Boulder,CO,2022,11,Boulder B-cycle
623,DC0046,Washington,DC,2022,56,Capital Bikeshare
624,FL00253,St. Augustine,FL,2022,164,Gotcha
625,FL0047,Aventura,FL,2022,85,Aventura
626,FL0050,Fort Lauderdale,FL,2022,12,Broward B-cycle
627,FL0055,Miami,FL,2022,5,Citi Bike Miami
628,FL0064,Tampa,FL,2022,33,Coast Bike Share
629,GA0066,Atlanta,GA,2022,77,Relay Bike Share
630,HI0072,Honolulu,HI,2022,111,Hawaii Bikibike
631,IA0073,Des Moines,IA,2022,14,Des Moines B-cycle
632,IL0079,Chicago,IL,2022,60,Divvy
633,IN0087,Indianapolis,IN,2022,48,Indiana Pacers Bikeshare
634,KY0093,Louisville,KY,2022,102,Lou Velo
635,LA00252,Baton Rouge,LA,2022,151,Gotcha
636,MA00249,Amherst,MA,2022,139,ValleyBike
637,MA0098,Boston,MA,2022,1,Hubway (03/2018 re-launched as Blue Bikes)
638,MI00128,Detroit,MI,2022,101,Mo Go
639,MN00132,Minneapolis,MN,2022,25,Nice Ride Minnesota (became partially dockless in 2018)
640,NC00139,Charlotte,NC,2022,13,Charlotte B-cycle (became JoyRides Sep-2020)
641,NC00142,Raleigh,NC,2022,140,Citrix Bikeshare (became Cardinal bikeshare in May-2022)
642,ND00145,Bismarck,ND,2022,163,BisParks
643,NE00145,Lincoln,NE,2022,120,BikeLNK
644,NE00146,Omaha,NE,2022,16,Heartland B-cycle
645,NE00147,Valentine,NE,2022,143,Valentine Bcycle
646,NV00154,Las Vegas,NV,2022,78,RTC Bikeshare
647,NY00156,Albany,NY,2022,113,CDPHP
648,NY00157,Buffalo,NY,2022,76,Reddy Bikes
649,NY00160,New York,NY,2022,3,Citi Bike
650,OH00164,Cincinnati,OH,2022,57,Cincy RedBike Bike
651,OH00166,Columbus,OH,2022,58,COGO
652,OH00167,Dayton,OH,2022,47,Link Dayton B-cycle
653,OK00175,Tulsa,OK,2022,123,This Machine Tulsa
654,OR00177,Eugene,OR,2022,112,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)"
655,OR00179,Portland,OR,2022,74,BikeTown Portland
656,PA00181,Philadelphia,PA,2022,43,Inde'go
657,PA00182,Pittsburgh,PA,2022,29,Healthy Ride (became POGOH in 2022)
658,SC00185,Greenville,SC,2022,44,Greenville B-cycle
659,TN00189,Chattanooga,TN,2022,54,Bike Chattanooga
660,TN00191,Memphis,TN,2022,118,Explore
661,TN00192,Nashville,TN,2022,21,Nashville B-cycle
662,TX00194,Austin,TX,2022,53,Austin B-cycle
663,TX00198,El Paso,TX,2022,8,El Paso B-cycle
664,TX00199,Fort Worth,TX,2022,10,Fort Worth B-cycle
665,TX00201,Houston,TX,2022,17,Houston B-cycle
666,TX00203,McAllen,TX,2022,28,McAllen B-cycle (RGV B-cycle)
667,TX00205,San Antonio,TX,2022,22,San Antonio B-cycle
668,UT00210,Salt Lake City,UT,2022,15,GreenBikes
669,UT00216,Park City,UT,2022,160,Summit Bike Share
670,VA00215,Blacksburg,VA,2022,125,ROAM NRV
671,VA00220,Richmond,VA,2022,136,RVA Bike Share
672,VT00223,Burlington,VT,2022,114,Greenride
673,WI00228,Madison,WI,2022,20,Madison B-cycle
674,WI00229,Milwaukee,WI,2022,50,Bublr Bikes
675,WI00238,Manitowish Waters,WI,2022,156,River's Edge B-cycle
676,WY00231,Jackson,WY,2022,115,START
677,AZ009,Tucson,AZ,2023,110,tugo
678,CA0018,Long Beach,CA,2023,72,"Long Beach, CA Bikeshare"
679,CA0019,Los Angeles,CA,2023,73,Metro Bike Share Los Angeles
680,CA0023,Oakland,CA,2023,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
681,CA0026,San Francisco,CA,2023,42,Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)
682,CA0030,Santa Barbara,CA,2023,142,Santa Barbara Bcycle
683,CA0032,Santa Cruz,CA,2023,165,Santa Cruz B-cycle
684,CA0035,Redding,CA,2023,157,Redding Bikeshare
685,CA0040,Encinitas,CA,2023,153,Encinitas Bcycle
686,CA0042,Truckee,CA,2023,159,Truckee B-cycle
687,CO00250,Breckenridge,CO,2023,166,Breckenridge
688,CO0038,Aspen,CO,2023,27,WE-cycle
689,CO0040,Boulder,CO,2023,11,Boulder B-cycle
690,DC0046,Washington,DC,2023,56,Capital Bikeshare
691,FL0047,Aventura,FL,2023,85,Aventura
692,FL0050,Fort Lauderdale,FL,2023,12,Broward B-cycle
693,FL0055,Miami,FL,2023,5,Citi Bike Miami
694,HI0072,Honolulu,HI,2023,111,Hawaii Bikibike
695,IA0073,Des Moines,IA,2023,14,Des Moines B-cycle
696,IL0079,Chicago,IL,2023,60,Divvy
697,IN0087,Indianapolis,IN,2023,48,Indiana Pacers Bikeshare
698,KY0093,Louisville,KY,2023,102,Lou Velo
699,MA0098,Boston,MA,2023,1,Hubway (03/2018 re-launched as Blue Bikes)
700,MI00128,Detroit,MI,2023,101,Mo Go
701,NC00139,Charlotte,NC,2023,13,Charlotte B-cycle (became JoyRides Sep-2020)
702,NC00142,Raleigh,NC,2023,140,Citrix Bikeshare (became Cardinal bikeshare in May-2022)
703,ND00145,Bismarck,ND,2023,163,BisParks
704,NE00145,Lincoln,NE,2023,120,BikeLNK
705,NE00146,Omaha,NE,2023,16,Heartland B-cycle
706,NE00147,Valentine,NE,2023,143,Valentine Bcycle
707,NV00154,Las Vegas,NV,2023,78,RTC Bikeshare
708,NY00156,Albany,NY,2023,113,CDPHP
709,NY00157,Buffalo,NY,2023,76,Reddy Bikes
710,NY00160,New York,NY,2023,3,Citi Bike
711,OH00164,Cincinnati,OH,2023,57,Cincy RedBike Bike
712,OH00166,Columbus,OH,2023,58,COGO
713,OH00167,Dayton,OH,2023,47,Link Dayton B-cycle
714,OK00175,Tulsa,OK,2023,123,This Machine Tulsa
715,OR00177,Eugene,OR,2023,112,"Eugene (JUMP, operator of Eugene bikeshare, acquired by LIME 06/2020)"
716,OR00179,Portland,OR,2023,74,BikeTown Portland
717,PA00181,Philadelphia,PA,2023,43,Inde'go
718,PA00182,Pittsburgh,PA,2023,29,Healthy Ride (became POGOH in 2022)
719,PA00183,Meadville,PA,2023,162,Meadville/Lake Wilhelm Bikeshare
720,SC00185,Greenville,SC,2023,44,Greenville B-cycle
721,TN00189,Chattanooga,TN,2023,54,Bike Chattanooga
722,TN00191,Memphis,TN,2023,118,Explore
723,TN00192,Nashville,TN,2023,21,Nashville B-cycle
724,TX00194,Austin,TX,2023,53,Austin B-cycle
725,TX00198,El Paso,TX,2023,8,El Paso B-cycle
726,TX00199,Fort Worth,TX,2023,10,Fort Worth B-cycle
727,TX00201,Houston,TX,2023,17,Houston B-cycle
728,TX00203,McAllen,TX,2023,28,McAllen B-cycle (RGV B-cycle)
729,TX00205,San Antonio,TX,2023,22,San Antonio B-cycle
730,UT00210,Salt Lake City,UT,2023,15,GreenBikes
731,UT00216,Park City,UT,2023,160,Summit Bike Share
732,WI00228,Madison,WI,2023,20,Madison B-cycle
733,WI00229,Milwaukee,WI,2023,50,Bublr Bikes
734,WI00238,Manitowish Waters,WI,2023,156,River's Edge B-cycle
735,WA00225,Seattle,WA,2017,26,Pronto
736,CA0028,San Mateo,CA,2018,83,Bay Bikes (became DOCKLESS Lime Bikes in 2018)
737,CO0043,Fort Collins,CO,2018,65,Fort Collins Bike Share (became PACE dockless in 2018)
738,GA0069,Savannah,GA,2018,46,CAT B-cycle
739,IN00233,Fort Wayne,IN,2018,98,Fort Wayne
740,MD00117,Baltimore,MD,2018,82,Baltimore Bikeshare
741,NM00153,Albuquerque,NM,2018,38,Bici (became PACE dockless in 2018)
742,AL001,Birmingham,AL,2019,63,Zyp BikeShare
743,CA0025,San Diego,CA,2019,59,DiscoverBike (was DecoBike in 2016 and 2017)
744,CA0037,West Hollywood,CA,2019,80,WeHo Pedals
745,FL0061,Orlando,FL,2019,32,Juice
746,FL0065,West Palm Beach,FL,2019,31,Sky Bike WPB
747,ID0076,Hailey,ID,2019,35,MR Bike Share
748,IN0083,Columbus,IN,2019,86,columBike
749,MD00119,College Park,MD,2019,97,College Park
750,OH00165,Cleveland,OH,2019,79,UH Bikes
751,SD00188,Rapid City,SD,2019,30,Rapid City B-cycle
752,AL002,Huntsville,AL,2020,88,"Huntsville (became PACE, hybrid dockless, in 2018)"
753,AZ006,Phoenix,AZ,2020,37,Grid
754,CA0029,San Ramon,CA,2020,75,BriteBikes
755,CA0033,Santa Monica,CA,2020,39,Breeze
756,CO0042,Denver,CO,2020,7,Denver B-cycle
757,CO0045,Longmont,CO,2020,90,Longmont
758,CT00240,New Haven,CT,2020,137,Bike New Haven
759,FL00248,Fort Pierce/Port St Lucie,FL,2020,138,St Lucie County
760,GA0067,Carrollton,GA,2020,91,Carrollton
761,GA0070,Smyrna,GA,2020,70,Smyrna Bike Share
762,ID0075,Boise,ID,2020,36,Boise Green Bike
763,IL0077,Aurora,IL,2020,95,Aurora
764,IL0078,Bloomington,IL,2020,100,Normal (Bikeshare 309)
765,IL0080,Peoria,IL,2020,107,Peoria
766,IN0082,Carmel,IN,2020,64,Carmel Bike Share
767,KS0089,Salina,KS,2020,135,KANcycle
768,KS0090,Topeka,KS,2020,34,Topeka Metro Bikes
769,KS0091,Wichita,KS,2020,89,Wichita
770,LA0094,New Orleans,LA,2020,109,New Orleans Bikeshare
771,MA00103,Marlborough,MA,2020,132,"City of Marlborough, MA"
772,MA00111,Salem,MA,2020,108,Salem
773,MD00118,Boyds,MD,2020,134,Montgomery Parks
774,MI00127,Dearborn,MI,2020,103,Dearborn
775,NC00143,Winston-Salem,NC,2020,105,Winston-Salem
776,ND00144,Fargo,ND,2020,51,Great Rides
777,NH00147,Manchester,NH,2020,104,Manchester
778,NH00148,Portsmouth,NH,2020,87,Portsmouth
779,NJ00151,Morristown,NJ,2020,130,Morris Moves
780,OK00173,Oklahoma City,OK,2020,40,Spokies
781,OR00175,Ashland,OR,2020,68,Zagster Jackson County
782,OR00176,Corvallis,OR,2020,94,Corvallis
783,OR00178,Medford,OR,2020,68,Zagster Jackson County
784,PA00180,Harrisburg,PA,2020,122,Harrisburg
785,TX00195,Corpus Christi,TX,2020,92,Corpus Christi
786,VA00217,Danville,VA,2020,133,"City of Danville, VA"
787,VA00221,Roanoke,VA,2020,106,Roanoke
788,WI00230,Superior,WI,2020,131,Superior
789,NJ00149,Hoboken,NJ,2021,2,Hudson Bike Share (now part of CitiBike)
790,MD00124,Columbia,MD,2022,141,Howard County Bikeshare
791,SC00184,Charleston,SC,2022,84,Holy Spokes
792,SC00186,Rock Hill,SC,2022,127,Comporium
793,FL0064,Tampa,FL,2023,33,Coast Bike Share
794,GA0066,Atlanta,GA,2023,77,Relay Bike Share
795,VA00220,Richmond,VA,2023,136,RVA Bike Share
